絪腹,跋琿竚,簿锣縩キよそへ,ㄏノだ跋┪絪﹚
RPTOMLLJPHLFFER07CA,い砍琿,2653.16,獶常カ此狶跋 ; 獶常カ絪﹚笰ノ
RPQNMLMJPHLFFER76CA,纯ゅ琿,91.00,常カ笰
RPQNMLMJPHLFFER76CA,纯ゅ琿,14.83,常カ笰
RPVNMLOJPHLFFER47CA,墩琿,112.22,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPVNMLOJPHLFFER47CA,墩琿,16.33,獶常カ秏跋 ; 獶常カ絪﹚ユ硄ノ
RPVNMLOJPHLFFER47CA,墩琿,4.89,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPSNMLPJPHLFFER27CA,琿,2090.00,獶常カ此狶跋 ; 獶常カ絪﹚笰ノ
RPVNMLQJPHLFFER67CA,穝垂琿,26494.36,常カ
RPVNMLQJPHLFFER67CA,穝垂琿,1698.97,常カ
RPRNMLOKPHLFFER17CA,兼郴琿,1265.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPRNMLOKPHLFFER17CA,兼郴琿,1365.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPRNMLOKPHLFFER17CA,兼郴琿,1066.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPSNMLOKPHLFFER27CA,兼郴琿,392.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPTNMLOKPHLFFER37CA,穝琿,156.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPTNMLSKPHLFFER77CA,郴竲琿,68.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPTNMLSKPHLFFER77CA,郴竲琿,30.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPTNMLSKPHLFFER77CA,郴竲琿,23.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPROMLRLPHLFFER67CA,穝琿,34.22,常カ
RPSOMLRLPHLFFER77CA,穝琿,34.22,常カ
SPSOMLRLPHLFFER87CA,穝琿,34.22,常カ
RPWNMLSLPHLFFER18CA,穝琿,34.22,常カ
RPOPMLLJPHLFFFR76CA,ヒ狥琿,773.26,常カ笰
RPPPMLLJPHLFFFR86CA,い睲琿,2.12,常カ笰
RPPPMLLJPHLFFFR86CA,い睲琿,1.21,常カ笰
RPPPMLLJPHLFFFR86CA,い睲琿,80.84,常カ笰
RPPPMLLJPHLFFFR86CA,い睲琿,8.90,常カ笰
RPPPMLLJPHLFFFR86CA,い睲琿,.01,常カㄤ
RPWNMLOJPHLFFFR67CA,︽琿,673.09,常カ笰
RPOOMLOJPHLFFFR96CA,洱紂琿,169.50,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPTNMLRJPHLFFFR67CA,猌狥琿,104.26,常カ坝
RPUNMLMKPHLFFFR37CA,び琿,.02,常カㄤ
RPUNMLMKPHLFFFR37CA,び琿,.09,常カ
RPUNMLMKPHLFFFR37CA,び琿,.13,常カ
RPUNMLMKPHLFFFR37CA,び琿,.19,常カ
RPUNMLMKPHLFFFR37CA,び琿,.02,常カㄤ
RPUNMLMKPHLFFFR37CA,び琿,.10,常カ
RPUNMLMKPHLFFFR37CA,び琿,.56,常カ
RPUNMLMKPHLFFFR37CA,び琿,.95,常カ
RPUNMLMKPHLFFFR37CA,び琿,.11,常カㄤ
RPUNMLMKPHLFFFR37CA,び琿,.07,常カㄤ
RPUNMLMKPHLFFFR37CA,び琿,.11,常カ
RPUNMLMKPHLFFFR37CA,び琿,.01,常カ
RPPNMLQKPHLFFFR27CA,纠琿,74.69,常カ
RPVNMLMLPHLFFFR57CA,榜繷琿,27.98,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPVNMLMLPHLFFFR57CA,榜繷琿,11.96,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPVNMLMLPHLFFFR57CA,榜繷琿,.15,獶常カ笰穨跋 ; 獶常カ絪﹚ユ硄ノ
RPVNMLMLPHLFFFR57CA,榜繷琿,.06,獶常カ笰穨跋 ; 獶常カ絪﹚ユ硄ノ
RPVNMLMLPHLFFFR57CA,榜繷琿,.46,獶常カ笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPVNMLMLPHLFFFR57CA,榜繷琿,14.01,獶常カ笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPVNMLMLPHLFFFR57CA,榜繷琿,147.00,獶常カ笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPVNMLMLPHLFFFR57CA,榜繷琿,.14,獶常カ笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPVNMLMLPHLFFFR57CA,榜繷琿,.10,獶常カ笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPOOMLRLPHLFFFR47CA,ヒ﹁琿,5.62,常カ
RPOOMLRLPHLFFFR47CA,ヒ﹁琿,53.20,常カ
RPQNMLQJPHLFFHR47CA,ó︽琿,21.89,常カ
RPQNMLQJPHLFFHR47CA,ó︽琿,60.00,常カ
RPUNMLOJPHLFFHR67CA,バ琿,71.00,常カ
RPUNMLOJPHLFFHR67CA,バ琿,9.17,常カ
RPWNMLOJPHLFFHR87CA,バ琿,70.00,常カ
RPWNMLOJPHLFFHR87CA,バ琿,9.17,常カ
RPPNMLLKPHLFFHR96CA,ッ砍琿,57.27,常カ
RPPOMLMKPHLFFHR17CA,玂ネ琿,24.35,常カ
RPOPMLMKPHLFFHR17CA,玂ネ琿,19.01,常カ
RPVOMLSKPHLFFHR38CA,玭琿,9.47,常カ
RPTNMLOJPHLFFAR96DA,舧懂琿,54.24,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPTNMLOJPHLFFAR96DA,舧懂琿,218.52,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPTNMLOJPHLFFAR96DA,舧懂琿,16.86,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPXNMLQLPHLFFCD56DA,ら穝琿,58.79,常カ
RPXNMLQLPHLFFCD56DA,ら穝琿,58.84,常カ
RPPNMLOJPHLFFBR66DA,玡瓾琿,3588.67,獶常カ℡玂▅跋 ; 獶常カ絪﹚狶穨ノ
RPPNMLOJPHLFFBR66DA,玡瓾琿,236.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚笰ノ
RPPNMLOJPHLFFBR66DA,盩繷琿,196.67,獶常カ℡玂▅跋 ; 獶常カ絪﹚笰ノ
RPQNMLOJPHLFFBR76DA,狥い琿,51.99,常カ
RPPNMLPLPHLFFDR17DA,鈞↙琿狥ヒ琿,2049.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPXNMLOJPHLFFFR87DA,盩郴琿,79.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚贺縱ノ
RPRNMLOJPHLFFHR47DA,瓾堕琿,24.12,常カ
RPPNMLPJPHLFFHR37DA,瓾堕琿,6.38,常カ
RPPOMLTKPHLFFHR97DA,畆┍琿,173.00,常カ笰
RPPOMLTKPHLFFHR97DA,畆┍琿,504.00,常カㄤ
RPWNMLLJPHLFFCD48EA,芉袻琿,40.50,常カ
RPWNMLLJPHLFFCD48EA,芉袻琿,.04,常カ
RPPNMLPJPHLFFFR27EA,玭琿,100.00,常カ
RPPNMLPJPHLFFFR27EA,玭琿,87.50,常カㄤ
RPPNMLPJPHLFFFR27EA,玭琿,18.00,常カ
RPPNMLPJPHLFFFR27EA,玭琿,.50,常カㄤ
RPPNMLPJPHLFFFR27EA,玭琿,4.50,常カ
RPPNMLPJPHLFFFR27EA,玭琿,287.00,常カ
RPSNMLQJPHLFFFR67EA,﹁琿,132.25,常カ
RPPOMLQJPHLFFAD18EA,穝玭琿,18.68,常カ
RPVNMLOKPHLFFHR97DA,鐁猀琿,79.00,常カ笰
RPVNMLOKPHLFFHR97DA,鐁猀琿,18.24,常カ笰
RPVNMLOKPHLFFHR97DA,鐁猀琿,9.89,常カ笰
RPVNMLOKPHLFFHR97DA,鐁猀琿,3.00,常カ笰
RPQNMLRJPHLFFHR67DA,せヒ郴琿,2.62,常カ
RPQNMLRJPHLFFHR67DA,せヒ郴琿,4.75,常カ
RPQNMLRJPHLFFHR67DA,せヒ郴琿,6.26,常カ
RPSNMLLJQHLFFFR17DA,いタ琿,15.50,常カ
RPWOMLPJPHLFFDR77DA,ㄎń琿,96.00,常カ
RPWOMLPJPHLFFDR77DA,ㄎń琿,23.00,常カㄤ
RPRNMLPJPHLFFCR07DA,疩繷琿,122.50,常カ
RPPNMLPJPHLFFCD08DA,碔眏琿,13.47,常カ
RPPNMLQLPHLFFHR57CA,玭琿,9.47,常カ
RPROMLSLPHLFFHR08CA,爵琿,18.27,常カ
RPROMLSLPHLFFHR08CA,爵琿,53.56,常カ
RPVNMLSKPHLFFHR28CA,き琿,84.25,常カ
RPUNMLMKPHLFFHR57CA,琿,13.49,常カ
RPUPMLMKPHLFFHR77CA,ッ獺琿,18.23,常カ
RPQOMLNKPHLFFHR37CA,瓾堕琿,5.78,常カ
RPUNMLPJPHLFFHR77CA,ッく琿,79.61,常カ
RPROMLQJPHLFFHR67CA,玭芖琿,7.84,常カ
RPRNMLPLPHLFFFR47CA,い瓁琿,72.85,常カ
RPRNMLPLPHLFFFR47CA,い瓁琿,14.30,常カ
RPRNMLPLPHLFFFR47CA,い瓁琿,3.88,常カ
RPSNMLSKPHLFFFR77CA,┄琿,24.19,常カ
RPSNMLOKPHLFFFR37CA,いタ琿,24.37,常カ
RPVNMLLKPHLFFFR37CA,砍琿,108.64,常カ
RPUOMLOJPHLFFFR57CA,び琿,3519.22,常カ
RPRNMLMJQHLFFER96CA,せ遏糳琿,1110.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPRNMLMJQHLFFER96CA,せ遏糳琿,1701.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPPNMLRKPHLFFER27CA,ド琿,128.42,常カ
RPVNMLNKPHLFFER47CA,癨琿,286.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚贺縱ノ
RPVNMLNKPHLFFER47CA,癨琿,7793.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚笰ノ
RPVNMLNKPHLFFER47CA,癨琿,184.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚贺縱ノ
RPVNMLNKPHLFFER47CA,癨琿,1489.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚笰ノ
RPPNMLKKPHLFFDR09CA,琿,12.42,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPPNMLKKPHLFFDR09CA,琿,11.17,獶常カ秏跋 ; 獶常カ絪﹚ユ硄ノ
RPPNMLKKPHLFFDR09CA,琿,10.00,獶常カ秏跋 ; 獶常カ絪﹚ノ
RPPNMLKKPHLFFDR09CA,琿,81.00,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPUNMLRJPHLFFDR57CA,翠琿,25.10,獶常カ笰穨跋 ; 獶常カ絪﹚ノ
RPVNMLRJPHLFFDR67CA,翠琿,25.10,獶常カ笰穨跋 ; 獶常カ絪﹚ノ
RPWNMLRJPHLFFDR77CA,翠琿,9.04,獶常カ笰穨跋 ; 獶常カ絪﹚ノ
RPTNMLOJPHLFFDR17CA,λ爵琿,2277.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPQNMLQLPHLFFAR96CA,そ琿,39.36,常カㄤ
RPQNMLQLPHLFFAR96CA,そ琿,121.02,常カ
RPRNMLQJPHLFFCR07CA,礷バ琿,100.00,常カ
RPRNMLQJPHLFFCR07CA,礷バ琿,5.08,常カ
RPSNMLQJPHLFFCR17CA,礷バ琿,86.00,常カ
RPSNMLQJPHLFFCR17CA,礷バ琿,5.08,常カ
RPTNMLQJPHLFFCR27CA,礷バ琿,89.00,常カ
RPTNMLQJPHLFFCR27CA,礷バ琿,5.08,常カ
RPUNMLQJPHLFFCR37CA,礷バ琿,80.00,常カ
RPUNMLQJPHLFFCR37CA,礷バ琿,5.08,常カ
RPVNMLQJPHLFFCR47CA,礷バ琿,41.00,常カ
RPVNMLQJPHLFFCR47CA,礷バ琿,41.00,常カ
RPVNMLQJPHLFFCR47CA,礷バ琿,2.54,常カ
RPVNMLQJPHLFFCR47CA,礷バ琿,2.54,常カ
RPPOMLQJPHLFFCR96CA,礷バ琿,22.12,常カ
RPPOMLQJPHLFFCR96CA,礷バ琿,124.00,常カ
RPQOMLQJPHLFFCR07CA,礷バ琿,128.00,常カ
RPQOMLQJPHLFFCR07CA,礷バ琿,22.12,常カ
RPROMLQJPHLFFCR17CA,礷バ琿,122.00,常カ
RPROMLQJPHLFFCR17CA,礷バ琿,22.12,常カ
RPSOMLQJPHLFFCR27CA,礷バ琿,122.00,常カ
RPSOMLQJPHLFFCR27CA,礷バ琿,22.12,常カ
RPTOMLQJPHLFFCR37CA,礷バ琿,124.00,常カ
RPTOMLQJPHLFFCR37CA,礷バ琿,22.12,常カ
RPQNMLPJPHLFFBR76CA,フ匪琿,2396.00,獶常カ此狶跋 ; 獶常カ絪﹚狶穨ノ
RPQNMLPJPHLFFBR76CA,フ匪琿,11297.00,獶常カ此狶跋 ; 獶常カ絪﹚狶穨ノ
RPQNMLPJPHLFFBR76CA,フ匪琿,7912.00,獶常カ此狶跋 ; 獶常カ絪﹚狶穨ノ
RPQNMLPJPHLFFBR76CA,フ匪琿,1787.00,獶常カ此狶跋 ; 獶常カ絪﹚狶穨ノ
RPQNMLPJPHLFFBR76CA,フ匪琿,13208.00,獶常カ此狶跋 ; 獶常カ絪﹚狶穨ノ
RPQNMLPJPHLFFBR76CA,フ匪琿,27920.00,獶常カ此狶跋 ; 獶常カ絪﹚狶穨ノ
RPSOMLPJPHLFFAR96CA,チ獀琿,106.53,常カ
RPSOMLPJPHLFFAR96CA,チ獀琿,19.65,常カ
RPOPMLPJPHLFFAR66CA,┚現琿,148.14,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,16.47,常カㄤ
RPQNMLPLPHLFFCD28CA,穝狥琿,.00,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.09,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.16,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.11,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.14,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.10,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.11,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.08,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.19,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.09,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.10,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.55,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.01,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.01,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.15,常カ坝
RPQNMLPLPHLFFCD28CA,穝狥琿,.13,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.64,常カ
RPQNMLPLPHLFFCD28CA,穝狥琿,.20,常カㄤ
RPQNMLPLPHLFFCD28CA,穝狥琿,.08,常カ
RPQNMLPLPHLFFCD28CA,狥圭琿,.02,常カㄤ
RPQNMLPLPHLFFCD28CA,狥圭琿,.55,常カㄤ
RPQNMLPLPHLFFCD28CA,穝狥琿,.36,常カ
RPPNMLKLPHLFFCD67CA,タ竡琿,63.56,常カ
RPXNMLQJPHLFFCD88CA,芉袻琿,29.00,常カ
RPXNMLQJPHLFFCD88CA,芉袻琿,.06,常カ
RPRNMLRLPHLFFBD48CA,穝瞁琿,173.38,常カ
RPRNMLRLPHLFFBD48CA,穝瞁琿,124.19,常カ
RPQPMLPJPHLFFCD28CA,λ縯琿,20.02,常カ
RPSPMLPJPHLFFCD48CA,┚琿,62.79,常カ
RPSPMLPJPHLFFCD48CA,┚琿,6.86,常カㄤ
RPSNMLQJPHLFFCD38CA,く㎝琿,41.33,常カ
RPSNMLQJPHLFFCD38CA,く㎝琿,4.00,常カ
RPOPMLOJPHLFFCD97CA,┚琿,94.26,常カ
RPOPMLOJPHLFFCD97CA,┚琿,4.52,常カㄤ
RPRPMLMJQHLFFBD08CA,紋琿,104.00,常カ
RPSNMLSKPHLFFBD58CA,㎝穨琿,242.28,常カ
RPSNMLSKPHLFFBD58CA,㎝穨琿,12.65,常カㄤ
RPSNMLKLPHLFFBD87CA,狥琿,105.69,常カ
RPTNMLLLPHLFFBD08CA,扼琿,362.00,常カ
RPTNMLLLPHLFFBD08CA,扼琿,10.00,常カㄤ
RPVNMLLLPHLFFBD28CA,匪郴琿,89.18,常カ
RPVNMLLLPHLFFBD28CA,匪郴琿,.50,常カ
RPVNMLLLPHLFFBD28CA,匪郴琿,17.97,常カ
RPWNMLLLPHLFFBD38CA,紋琿,94.59,常カ
RPTNMLPLPHLFFBD48CA,﹁琿,68.67,常カ
RPTNMLPLPHLFFBD48CA,﹁琿,11.13,常カ
RPTNMLPLPHLFFBD48CA,﹁琿,9.50,常カ
RPWNMLQLPHLFFBD88CA,匪醂琿,27.05,常カ
RPWNMLQLPHLFFBD88CA,匪醂琿,57.72,常カ
RPOOMLQJPHLFFBD97CA,琿,96.27,常カ
RPXNMLOKPHLFFBD68CA,琿,1017.50,常カ笰
RPRNMLPJPHLFFBD08CA,篲琿,90.60,常カ
RPRNMLPJPHLFFBD08CA,篲琿,30.77,常カ
RPWNMLRLPHLFFAD88CA,┑キ琿,57.00,常カㄤ
RPWNMLRLPHLFFAD88CA,┑キ琿,101.00,常カ
RPXOMLLLPHLFFAD48CA,翠琿,100.24,常カ
RPRNMLPLPHLFFAD18CA,玭圭琿,83.00,常カ
RPPNMLSKPHLFFAD18CA,じ琿,71.92,常カ
RPPNMLSKPHLFFAD18CA,じ琿,17.93,常カ
RPROMLNKPHLFFAD97CA,地琿,5.68,常カ坝
RPUOMLPJPHLFFAD38CA,ド琿,34.50,常カ
RPUOMLPJPHLFFAD38CA,ド琿,34.50,常カ
RPRNMLPJPHLFFAD97CA,琿,15.54,常カ
RPQNMLRJPHLFFAD08CA,秨じ琿,10.94,常カ坝
RPQNMLRJPHLFFAD08CA,秨じ琿,.52,常カ
RPQNMLRJPHLFFAD08CA,秨じ琿,.03,常カ坝
RPRNMLRJPHLFFAD18CA,秨じ琿,10.61,常カ坝
RPRNMLRJPHLFFAD18CA,秨じ琿,.51,常カ
RPRNMLRJPHLFFAD18CA,秨じ琿,.03,常カ坝
RPSNMLRJPHLFFAD28CA,秨じ琿,10.72,常カ坝
RPSNMLRJPHLFFAD28CA,秨じ琿,.51,常カ
RPSNMLRJPHLFFAD28CA,秨じ琿,.03,常カ坝
RPTNMLRJPHLFFAD38CA,秨じ琿,7.18,常カ坝
RPTNMLRJPHLFFAD38CA,秨じ琿,.34,常カ
RPTNMLRJPHLFFAD38CA,秨じ琿,.02,常カ坝
RPUNMLRJPHLFFAD48CA,秨じ琿,8.04,常カ坝
RPUNMLRJPHLFFAD48CA,秨じ琿,.38,常カ
RPUNMLRJPHLFFAD48CA,秨じ琿,.03,常カ坝
RPVNMLRJPHLFFAD58CA,秨じ琿,10.61,常カ坝
RPVNMLRJPHLFFAD58CA,秨じ琿,.51,常カ
RPVNMLRJPHLFFAD58CA,秨じ琿,.03,常カ坝
RPXNMLRJPHLFFAD78CA,秨じ琿,7.08,常カ坝
RPXNMLRJPHLFFAD78CA,秨じ琿,.34,常カ
RPXNMLRJPHLFFAD78CA,秨じ琿,.02,常カ坝
RPOOMLRJPHLFFAD97CA,秨じ琿,11.37,常カ坝
RPOOMLRJPHLFFAD97CA,秨じ琿,.54,常カ
RPOOMLRJPHLFFAD97CA,秨じ琿,.04,常カ坝
RPPOMLRJPHLFFAD08CA,秨じ琿,10.61,常カ坝
