¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ïº¡¥­µó84«Ñ61~90¸¹,27.89,¦í,,,1050505,¤g¦a2«Øª«1¨®¦ì0,¤G¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,,84.74,3,1,1,¦³,µL,5390000,63606,,0.0,0,,RPPQMLPJPHLFFAF28CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ï·s¥Íµó1~30¸¹,13.2,¦í,,,1050614,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡AÃM¼Ó,¤C¼h,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0860127,68.24,0,1,1,¦³,µL,14380000,210727,,0.0,0,§t¼W«Ø³¡¤À¡G¨¾¤õ«Ñ¡B¶§¥x¡BªÅ¦a¡C,RPVQMLQJPHLFFAF98CA
ªO¾ô°Ï,¨®¦ì,·s¥_¥«ªO¾ô°Ï¥úÀô¸ô¤G¬q1~30¸¹,0.07,¦í,,,1050615,¤g¦a0«Øª«0¨®¦ì1,¤@¼h,¤Q¤C¼h,¨ä¥L,¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,1021226,21.009999999999998,0,0,0,¦³,µL,1950000,,©Y¹D¥­­±,21.01,1950000,,RPUOMLLKPHLFFAF28CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ï¤å¤Æ¸ô¤G¬q481~510¸¹,9.04,¦í,,,1050525,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,,104.07000000000001,2,1,1,¦³,¦³,11490000,110406,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPXNMLMKPHLFFAF58CA
ªO¾ô°Ï,¤g¦a,¦¿¤l»A¬q²Ä¤T®r¤p¬q271~300¦a¸¹,0.61,¨ä¥L,,,1050621,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,111901,0,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPWPMLMKPHLFFAF68CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ï¥|¤t¸ô¤G¬q241~270¸¹,3.02,¦í,,,1050608,¤g¦a1«Øª«1¨®¦ì0,¤Q¤T¼h,¤Q¤­¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿û°©²V¾®¤g³y,,28.77,1,1,1,¦³,¦³,1500000,52138,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPWOMLMKPHLFFAF58CA
¤g«°°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤g«°°Ï¤¤¥¡¸ô¤G¬q151~180¸¹,3.95,°Ó,,,1050614,¤g¦a6«Øª«1¨®¦ì0,¤Q¼h,¤Q¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,,31.049999999999997,1,1,1,¦³,¦³,3400000,109501,,0.0,0,,RPQPMLNKPHLFFAF18CA
¤g«°°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤g«°°Ï³»®Hµó55«Ñ1~30¸¹,29.76,¦í,,,1050517,¤g¦a4«Øª«1¨®¦ì0,¤T¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0790112,114.92,3,2,2,¦³,µL,9000000,78315,,0.0,0,,RPXPMLNKPHLFFAF88CA
¤g«°°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤g«°°Ï©ú¼w¸ô¤@¬q291«Ñ1~30¸¹,27.52,¦í,,,1050523,¤g¦a1«Øª«1¨®¦ì0,¤­¼h¡A¶§¥x,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0700116,106.68,4,1,3,¦³,µL,8500000,79678,,0.0,0,,RPRPMLOKPHLFFAF38CA
¤g«°°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤g«°°Ï©ú¼w¸ô¤@¬q291«Ñ1~30¸¹,27.52,¦í,,,1050519,¤g¦a1«Øª«1¨®¦ì0,¥|¼h¡A¶§¥x,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0700116,106.68,4,1,3,¦³,µL,8500000,79678,,0.0,0,,RPSPMLOKPHLFFAF48CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ï¥ÁÅv¸ô202«Ñ19§Ë1~30¸¹,26.25,¦í,,,1050509,¤g¦a1«Øª«1¨®¦ì0,¥|¼h¡A¶§¥x,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¥[±j¿j³y,0620512,89.32,3,1,1,¦³,µL,4900000,54859,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPWNMLSKPHLFFAF09CA
¤g«°°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤g«°°Ï¾Ç©²¸ô¤@¬q75«Ñ1~30¸¹,24.65,¦í,,,1050530,¤g¦a1«Øª«1¨®¦ì0,¤G¼h¡A¶§¥x,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0690708,83.24,2,1,2,¦³,µL,8500000,102114,,0.0,0,,RPQOMLSKPHLFFAF58CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ï¥|ºû¸ô181~210¸¹,23.25,¦í,,,1050603,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¥[±j¿j³y,,81.31,3,2,1,¦³,µL,10850000,133440,,0.0,0,,RPWNMLKLPHLFFAF38CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ïª÷ªùµó67«Ñ31~60¸¹,8.79,¦í,,,1050608,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020206,64.38,2,1,1,¦³,¦³,6780000,105312,,0.0,0,,RPQOMLKLPHLFFAF87CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ï¿¤¥Á¤j¹D¤T¬q241~270¸¹,15.03,¦í,,,1050327,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040105,81.16,2,1,1,¦³,¦³,9820000,120996,,0.0,0,,RPTTMLMLPHLFFAF88CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï·s®õ¸ô277«Ñ31~60¸¹,22.18,¦í,,,1050520,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0730521,81.56,3,2,1,¦³,µL,7500000,91957,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPVVMLLJPHLFFBF09CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï·s¥_¤j¹D¥|¬q61~90¸¹,20.4,°Ó,,,1050615,¤g¦a1«Øª«1¨®¦ì2,¤Q¤T¼h,¤G¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050323,228.12,2,2,2,¦³,¦³,31260000,179241,©Y¹D¥­­±,79.94,4700000,,RPVOMLOJPHLFFBF68CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï·s¥_¤j¹D¥|¬q61~90¸¹,20.4,°Ó,,,1050615,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤G¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050323,188.01,2,2,2,¦³,¦³,26870000,165563,©Y¹D¥­­±,39.97,2360000,,RPXOMLOJPHLFFBF88CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤å¤Æ¤T¸ô¤G¬q31~60¸¹,19.13,°Ó,,,1050515,¤g¦a1«Øª«1¨®¦ì1,¤Q¤»¼h,¤Q¤E¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970729,188.11,3,2,2,¦³,¦³,13500000,71767,©Y¹D¥­­±,0.0,0,,RPSNMLPJPHLFFBF38CA
·s²ø°Ï,¨®¦ì,·s¥_¥«·s²ø°Ï¤¤ºaµó152«Ñ1~30¸¹,3.65,¦í,,,1050616,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,42.36,0,0,0,¦³,¦³,2000000,,©Y¹D¥­­±,42.36,2000000,,RPSOMLPJPHLFFBF48CA
ªL¤f°Ï,¤g¦a,«n¶Õ®H¬q«n¶Õ®H§À¤p¬q31~60¦a¸¹,1092.0,¹A,,,1050608,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,41000000,37546,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPOOMLQJPHLFFBF18CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°ÏÃ£ªL¸ô31~60¸¹,22.26,¦í,,,1050602,¤g¦a1«Øª«1¨®¦ì0,¤G¼h¡A¶§¥x,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¥[±j¿j³y,0640507,66.38,3,1,1,¦³,µL,5000000,75324,,0.0,0,,RPPRMLQJPHLFFBF58CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï¤¤­ìªF¸ô181~210¸¹,17.8,°Ó,,,1050525,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤E¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031120,168.48,0,0,0,µL,¦³,18500000,109805,©Y¹D¥­­±,29.39,0,,RPUSMLQJPHLFFBF56CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï©÷¥­µó41«Ñ1~30¸¹,12.28,¦í,,,1050602,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850318,91.91,3,1,2,¦³,¦³,9600000,104450,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPXSMLQJPHLFFBF86CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°ÏºÖ¹Øµó1~30¸¹,18.17,¦í,,,1050601,¤g¦a1«Øª«1¨®¦ì0,¤G¼h¡A¶§¥x,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0660816,72.9,3,2,2,¦³,µL,6800000,93278,,0.0,0,¶§¥x¥~±À,RPVUMLRJPHLFFBF96CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°ÏÃ£ªL¸ô31~60¸¹,44.52,¦í,,,1050602,¤g¦a1«Øª«2¨®¦ì0,¤T¼h¡A¶§¥x,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¥[±j¿j³y,0640507,132.76,6,2,2,¦³,µL,8680000,65381,,0.0,0,,RPSNMLLKPHLFFBF08CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤¤¤s¸ô511~540¸¹,15.03,°Ó,,,1050604,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960927,156.68,3,2,2,¦³,¦³,10500000,67016,©Y¹D¥­­±,32.43,0,,RPROMLLKPHLFFBF08CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï¥ß«H¤@µó31~60¸¹,14.9,¦í,,,1050528,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941123,124.1,3,2,2,¦³,¦³,11800000,95085,©Y¹D¥­­±,14.86,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPVOMLLKPHLFFBF48CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï¤¤­ìªF¸ô181~210¸¹,34.13,°Ó,,,1050518,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¤E¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031120,304.12,4,2,2,¦³,¦³,32700000,111386,©Y¹D¥­­±,29.4,2100000,,RPUQMLLKPHLFFBF58CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªL¤f°Ï¤½¶é¸ô181~210¸¹,17.96,¦í,,,1050520,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0940902,100.22,2,2,1,¦³,¦³,9300000,92796,,0.0,0,,RPVQMLLKPHLFFBF68CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï¤¤¸Ûµó154«Ñ1~30¸¹,18.2,¦í,,,1050607,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¥­¥x,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0661101,67.92,2,1,1,¦³,µL,8350000,122939,,0.0,0,,RPWNMLMKPHLFFBF58CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°ÏºaµØ¸ô¤G¬q91~120¸¹,19.69,¦í,,,1050607,¤g¦a1«Øª«1¨®¦ì1,¤Q¤K¼h,¤G¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040601,160.24,3,2,2,¦³,¦³,22400000,165437,©Y¹D¥­­±,34.21,1550000,,RPOOMLMKPHLFFBF87CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï¤¤¥¿¸ô·s©ô«Ñ30§Ë1~30¸¹,19.73,¦í,,,1050511,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830707,91.38,3,1,2,¦³,¦³,7800000,85358,,0.0,0,,RPROMLPKPHLFFBF48CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤å¤Æ¤T¸ô¤G¬q151~180¸¹,9.26,°Ó,,,1050525,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980604,112.96000000000001,2,1,1,¦³,¦³,7500000,66395,©Y¹D¾÷±ñ,29.78,0,,RPUNMLQKPHLFFBF78CA
¤­ªÑ°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤­ªÑ°Ï¦¨®õ¸ô¤@¬q32«Ñ1~30¸¹,14.63,¦í,,,1050614,¤g¦a4«Øª«1¨®¦ì0,¤K¼h¡A§¨¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860306,85.42999999999999,3,2,2,¦³,¦³,6100000,71403,,0.0,0,,RPSOMLSKPHLFFBF88CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªL¤f°Ï¤¤¥¿¸ô264«Ñ1~30¸¹,26.45,°Ó,,,1050605,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¥­¥x¡AÃM¼Ó¡A°±¨®³õ,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0681222,76.25,3,1,1,¦³,µL,7000000,91803,,0.0,0,,RPXPMLTKPHLFFBF96CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï©÷¼wµó61~90¸¹,11.53,¦í,,,1050621,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041116,93.55,3,2,2,¦³,¦³,12850000,137360,©Y¹D¥­­±,12.4,0,,RPVNMLKLPHLFFBF38CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï©÷¼wµó61~90¸¹,11.54,¦í,,,1050621,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041116,94.47999999999999,3,2,2,¦³,¦³,13625000,144210,©Y¹D¥­­±,13.23,0,,SPVNMLKLPHLFFBF48CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï©÷¼wµó61~90¸¹,11.53,¦í,,,1050621,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041116,93.55,3,2,2,¦³,¦³,12850000,137360,©Y¹D¥­­±,12.4,0,,RPWNMLKLPHLFFBF48CA
