¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°ÏÀs¤ô¤G¸ô91~120¸¹,15.45,¦í,,,1050531,¤g¦a1«Øª«1¨®¦ì1,¤Q¤­¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040513,180.57,3,2,2,¦³,¦³,14700000,81409,©Y¹D¥­­±,19.9,0,,RPQOMLPKPHLFFAE18CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°ÏÀs¤ô¤G¸ô91~120¸¹,15.45,¦í,,,1050527,¤g¦a1«Øª«1¨®¦ì1,¤Q¤K¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040513,180.57,3,2,2,¦³,¦³,14900000,82516,©Y¹D¥­­±,19.9,0,,RPROMLPKPHLFFAE28CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°ÏÀs¤ô¤G¸ô91~120¸¹,15.45,¦í,,,1050518,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040513,180.57,3,2,2,¦³,¦³,15000000,83070,©Y¹D¥­­±,19.9,0,,RPTOMLPKPHLFFAE48CA
«eª÷°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eª÷°Ï¤¹¤åµó31~60¸¹,4.75,¦í,,,1050620,¤g¦a1«Øª«1¨®¦ì0,¤Q¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0940624,61.269999999999996,2,2,1,¦³,¦³,3800000,62021,,0.0,0,,RPUNMLNLPHLFFAE38CA
·s¿³°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·s¿³°Ï´_¿³¤@¸ô31~60¸¹,4.74,°Ó,,,1050617,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),,¿ûµ¬²V¾®¤g³y,0720505,45.56,1,1,1,¦³,¦³,1650000,36216,,0.0,0,,RPWOMLLJPHLFFBE38CA
­d¶®°Ï,¨®¦ì,°ª¶¯¥«­d¶®°Ï´¶·Ó¨½¥ÁÅv¤@¸ô61~90¸¹,0.0,,,,1050616,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,22.11,0,0,0,¦³,¦³,1500000,,©Y¹D¥­­±,22.11,1500000,,RPRNMLOJPHLFFBE08CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï®õ¶¶µó61~90¸¹,6.98,°Ó,,,1050608,¤g¦a2«Øª«1¨®¦ì0,¤E¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),,¿ûµ¬²V¾®¤g³y,0701205,90.32,2,1,1,¦³,¦³,3300000,36537,,0.0,0,,RPVNMLOJPHLFFBE48CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ïº~®õµó31~60¸¹,42.0,°Ó,,,1050623,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,,¥[±j¿j³y,0600830,114.99,0,0,0,µL,µL,7430000,64614,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPOOMLOJPHLFFBE87CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï¦Û±j¤T¸ô151~180¸¹,4.25,°Ó,,,1050530,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤Q¤T¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970919,47.21,1,1,1,¦³,¦³,3000000,63546,,0.0,0,,RPTOMLQJPHLFFBE58CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°ÏªZ¼y¤T¸ô79«Ñ1~30¸¹,49.75,¦í,,,1050606,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0660129,115.53,0,1,1,¦³,µL,8000000,69246,,0.0,0,,RPOOMLPKPHLFFBE08CA
·s¿³°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·s¿³°Ï´_¿³¤@¸ô61~90¸¹,6.49,°Ó,,,1050530,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1041023,94.35,2,1,1,¦³,¦³,6900000,73668,©Y¹D¾÷±ñ,14.94,1050000,,RPVNMLSKPHLFFBE98CA
·s¿³°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·s¿³°ÏÀA¥Ð¸ô101«Ñ1~30¸¹,33.27,°Ó,,,1050616,¤g¦a2«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0681029,101.1,3,2,2,¦³,µL,3060000,30267,,0.0,0,,RPQOMLSKPHLFFBE58CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«­d¶®°Ï«C¦~¤G¸ô181~210¸¹,54.91,°Ó,,,1050505,¤g¦a9«Øª«1¨®¦ì2,¤»¼h,¤Q¤G¼h,¿ì¤½°Ó·~¤j¼Ó,,¿ûµ¬²V¾®¤g³y,0781215,541.92,0,0,0,µL,¦³,13110000,24192,¤É­°¥­­±,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C¨®¦ì¶È¬°¨Ï¥ÎÅv¡C,RPQOMLTKPHLFFBE68CA
·s¿³°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·s¿³°Ï©¾§µ¤@¸ô451~480¸¹,8.73,°Ó,,,1050527,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),,¿ûµ¬²V¾®¤g³y,0741125,83.59,2,1,1,¦³,¦³,4390000,52518,,0.0,0,,RPXNMLPLPHLFFBE98CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¤T¦h¤G¸ô451~480¸¹,4.53,¦í,,,1050608,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),,¿ûµ¬²V¾®¤g³y,0700122,37.019999999999996,1,1,1,¦³,¦³,980000,26472,,0.0,0,,RPVNMLPJPHLFFCE68CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï±^¤s¤¤µó241~270¸¹,17.05,¦í,,,1050620,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0790810,166.08,3,2,2,¦³,µL,2500000,15053,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C«æ¶R«æ½æ¡C,RPXNMLPJPHLFFCE88CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¦ËªF¨½­^©ú¤@¸ô91~120¸¹,32.35,¦í,,,1050601,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0681022,107.4,3,2,2,¦³,µL,3100000,28864,,0.0,0,,RPPNMLMKPHLFFCE87CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï½Ç©¾µó151~180¸¹,24.22,°Ó,,,1050603,¤g¦a1«Øª«1¨®¦ì2,¤G¼h,¤G¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0981130,400.02,0,0,0,µL,¦³,16150000,40373,©Y¹D¥­­±,0.0,0,,RPTNMLOJPHLFFDE48CA
¤T¥Á°Ï,¤g¦a,¤jÂ×¬q¤@¤p¬q301~330¦a¸¹,183.0,¨ä¥L,,,1050625,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2181287,11920,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPQNMLPJPHLFFDE28CA
¤T¥Á°Ï,¤g¦a,ÆW´_¬q391~420¦a¸¹,77.11,¨ä¥L,,,1050624,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1229582,15946,,0.0,0,¤½¦@³]¬I¥Î¦a,RPTNMLPJPHLFFDE58CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤j©÷¤@¸ô301«Ñ6§Ë1~30¸¹,190.18,¤u,,,1050610,¤g¦a5«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¨£¨ä¥Lµn°O¨Æ¶µ,¤T¼h,¼t¿ì,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030114,341.47,5,2,5,¦³,µL,30000000,87855,,0.0,0,,RPUNMLPJPHLFFDE68CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¤¤µØ¤G¸ô211~240¸¹,21.41,¦í,,,1050623,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021003,222.95999999999998,4,2,2,¦³,¦³,15520000,69609,©Y¹D¥­­±,0.0,0,,RPVNMLPJPHLFFDE78CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï©µ¼yµó121~150¸¹,20.61,¦í,,,1050520,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0910204,149.87,3,2,2,¦³,¦³,7200000,48042,©Y¹D¥­­±,24.42,0,,RPQPMLPJPHLFFDE48CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤j©÷¤@¸ô302«Ñ31~60¸¹,26.48,¦í,,,1050524,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0751114,94.42,3,2,2,¦³,µL,2700000,28596,,0.0,0,,RPUPMLRJPHLFFDE09CA
¤T¥Á°Ï,¤g¦a,¶§©ú¬q¤T¤p¬q1~30¦a¸¹,146.0,¦í,,,1050516,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,17000000,116438,,0.0,0,,RPQNMLLKPHLFFDE97CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¥Á±Ú¤@¸ô2«Ñ91~120¸¹,38.98,¦í,,,1050617,¤g¦a2«Øª«1¨®¦ì1,¥|¼h,,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050120,174.21,3,2,2,¦³,¦³,11630000,66759,©Y¹D¥­­±,27.77,0,,RPSNMLOKPHLFFDE48CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°ÏÄ_¥Á¨½¤E¦p¤@¸ô61~90¸¹,15.65,¦í,,,1050528,¤g¦a2«Øª«1¨®¦ì1,¤Q¤@¼h¡A¹q±è¼Ó±è¶¡,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840511,188.04000000000002,4,2,2,¦³,¦³,6300000,33504,©Y¹D¾÷±ñ,0.0,0,,RPQNMLTKPHLFFDE78CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¥Á±Ú¤@¸ô2«Ñ61~90¸¹,39.62,¦í,,,1050527,¤g¦a2«Øª«1¨®¦ì1,¤C¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050120,177.19,3,2,2,¦³,¦³,12050000,68006,©Y¹D¥­­±,30.22,0,,RPSOMLMLPHLFFDE48CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¸qµØ¸ô27«Ñ1~30¸¹,30.1,¦í,,,1050617,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0700923,79.69,3,2,2,¦³,µL,2820000,35387,,0.0,0,,RPOOMLPLPHLFFDE38CA
¤T¥Á°Ï,¤g¦a,·s³£¬q331~360¦a¸¹,1763.69,¦í,,,1050617,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,462000000,261951,,0.0,0,¦V¤½®a¾÷ºcºc¶R,RPXNMLQLPHLFFDE66CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï¤å±j¸ô271~300¸¹,13.47,¦í,,,1050601,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941125,97.36,2,1,1,¦³,¦³,5500000,56491,©Y¹D¥­­±,0.0,0,,RPUPMLOJPHLFFEE88CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï²±©÷µó301~330¸¹,9.76,°Ó,,,1020801,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050224,126.55,3,2,2,¦³,¦³,7100000,56104,,0.0,0,¹w°â«Î,RPWOMLPJPHLFFEE09CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï²±©÷µó271~300¸¹,5.89,°Ó,,,1020901,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050224,69.41,2,1,1,¦³,¦³,3880000,55900,,0.0,0,¹w°â«Î,RPXOMLPJPHLFFEE56CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï¤j¤¤¤G¸ô811~840¸¹,16.5,¦í,,,1050401,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1041012,160.87,2,2,2,¦³,¦³,7700000,54897,©Y¹D¾÷±ñ,36.09,850000,©Ð¦aÁ`»ù¥]§t¸ËæC26¸U,RPXNMLOJPHLFFEE98CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°ÏªG®pµó12«Ñ1~30¸¹,14.75,¦í,,,1050601,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970410,134.29,3,2,2,¦³,¦³,6600000,49147,©Y¹D¥­­±,15.88,0,,RPSOMLOJPHLFFEE58CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¥[§»¸ô22«Ñ1~30¸¹,25.47,°Ó,,,1050501,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0940610,130.4,3,2,2,¦³,¦³,5200000,39877,©Y¹D¾÷±ñ,12.0,0,,RPVOMLRJPHLFFEE56CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¹Ø¥Á¸ô180«Ñ1§Ë1~30¸¹,29.56,¦í,,,1050601,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h¡A¤Q¤@¼h¡A¹q±è¼Ó±è¶¡,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820729,181.17999999999998,4,2,2,¦³,¦³,5000000,27597,©Y¹D¥­­±,0.0,0,,RPXQMLRJPHLFFEE96CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¼w´f¸ô70«Ñ1~30¸¹,4.21,¦í,,,1050501,¤g¦a2«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¤@¼h,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0950626,25.28,1,1,1,¦³,¦³,1180000,46677,,0.0,0,,RPUOMLSJPHLFFEE56CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¼w´f¸ô70«Ñ1~30¸¹,4.07,¦í,,,1050601,¤g¦a2«Øª«1¨®¦ì0,¤Q¼h,¤Q¤@¼h,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0950626,24.5,1,1,1,¦³,¦³,1200000,48980,,0.0,0,,RPQNMLTJPHLFFEE78CA
