¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªF¤s¸ô¤@¬q151~180¸¹,32.02,¦í,,,1050530,¤g¦a1«Øª«1¨®¦ì1,¤@¼h¡A¤G¼h¡AÃM¼Ó,¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0800327,382.16,3,2,2,¦³,µL,17600000,46054,¨ä¥L,0.0,0,,RPTQMLQJPHLFFBB48CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¥_¤Ù¸ô240«Ñ61~90¸¹,12.85,¦í,,,1050606,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810627,117.88,3,2,2,¦³,¦³,3880000,32915,,0.0,0,,RPPRMLQJPHLFFBB18CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï°¢¦èªF¤@µó31~60¸¹,22.4,¦í,,,1050604,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0760611,82.28,2,2,1,¦³,µL,3820000,46427,,0.0,0,,RPXOMLRJPHLFFBB78CA
¥_¤Ù°Ï,¤g¦a,¥_¤Ù¬q1~30¦a¸¹,599.73,¨ä¥L,,,1050615,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,14000000,23344,,0.0,0,¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C·å²«ª«¥ó¤§¥æ©ö¡C,RPPPMLRJPHLFFBB08CA
¥_¤Ù°Ï,¤g¦a,«Ø¦w¬q271~300¦a¸¹,112.0,¦í,,,1050617,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8000000,71429,,0.0,0,,RPSRMLMKPHLFFBB18CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï©¾©ú¸ô421~450¸¹,35.95,¦í,,,1050529,¤g¦a2«Øª«1¨®¦ì2,¤Q¥|¼h,¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030401,288.26,4,2,3,¦³,¦³,20280000,70353,©Y¹D¥­­±,55.57,0,,RPTPMLNKPHLFFBB18CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï­R¶é«Ñ31~60¸¹,999.3,¨ä¥L,,,1050603,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¤g³y,,63.95,2,1,1,¦³,µL,2007780,31396,,0.0,0,«Øª«¬°¤T¦X°|,RPUOMLMLPHLFFBB18CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï«n¨ÊªF¸ô¤T¬q151~180¸¹,10.9,¦í,,,1050608,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡AÃM¼Ó,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0810627,95.77,2,3,2,¦³,¦³,4080000,42602,,0.0,0,,RPORMLMLPHLFFBB87CA
¥_¤Ù°Ï,¤g¦a,¤j´I¬q481~510¦a¸¹,311.02,¨ä¥L,,,1050603,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,940800,3025,,0.0,0,,RPVNMLNLPHLFFBB28CA
¥_¤Ù°Ï,¤g¦a,¤j´I¬q481~510¦a¸¹,838.94,¨ä¥L,,,1050603,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1522680,1815,,0.0,0,,RPXNMLNLPHLFFBB48CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï­R¶é«Ñ31~60¸¹,160.36,¨ä¥L,,,1050603,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¤g³y,,63.95,2,1,1,¦³,µL,485100,7586,,0.0,0,«Øª«¬°¤T¦X°|,RPOOMLNLPHLFFBB67CA
¥_¤Ù°Ï,¤g¦a,¤j´I¬q481~510¦a¸¹,311.02,¨ä¥L,,,1050603,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,940800,3025,,0.0,0,,RPPOMLNLPHLFFBB77CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏÀô¤ÓªF¸ô601~630¸¹,26.0,¦í,,,1050526,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040615,153.63,3,2,2,¦³,¦³,6900000,44913,©Y¹D¥­­±,0.0,0,,RPPPMLMLPHLFFBB77CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªQ©Mµó61~90¸¹,12.11,¦í,,,1050602,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤E¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830304,112.63,3,2,2,¦³,¦³,6000000,53272,¤É­°¾÷±ñ,0.0,0,,RPTOMLRLPHLFFBB58CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°ÏµØ¬üµó¤G¬q241~270¸¹,18.92,¦í,,,1050604,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0800506,164.02,0,0,0,µL,µL,5200000,31703,,0.0,0,,RPPNMLTLPHLFFBB28CA
«n¤Ù°Ï,¨®¦ì,»O¤¤¥««n¤Ù°Ï«O¦w¤»µó121~150¸¹,1.78,¦í,,,1050621,¤g¦a0«Øª«0¨®¦ì1,¦a¤U¤@¼h,¤Q¤G¼h,¨ä¥L,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0830523,17.27,0,0,0,¦³,¦³,900000,,©Y¹D¥­­±,0.0,900000,,RPVPMLLJPHLFFCB18CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤G¬q241~270¸¹,7.12,¦í,,,1050604,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,¤Q¤»¼h,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0830713,77.24,1,1,1,¦³,¦³,3625000,46932,©Y¹D¥­­±,0.0,0,,RPOPMLOJPHLFFCB77CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¥|¬q1261~1290¸¹,5.34,¦í,,,1050612,¤g¦a1«Øª«1¨®¦ì0,¤Q¤C¼h,¤G¤Q¤»¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0990112,78.22,1,1,1,¦³,¦³,5860000,74917,,0.0,0,,RPSPMLOJPHLFFCB18CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¦V¤ß¨½¤å¤ß«n¤T¸ô391~420¸¹,20.7,¨ä¥L,,,1050514,¤g¦a1«Øª«1¨®¦ì2,¥|¼h,¤G¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031020,298.85,4,2,3,¦³,¦³,20000000,73551,©Y¹D¥­­±,62.28,2600000,,RPRNMLRJPHLFFCB18CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¦V¤ß¨½¤å¤ß«n¤T¸ô391~420¸¹,20.58,¨ä¥L,,,1050520,¤g¦a1«Øª«1¨®¦ì2,¤G¤Q¥|¼h,¤G¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031020,297.18,4,2,3,¦³,¦³,25200000,94295,©Y¹D¥­­±,62.28,3050000,,RPSNMLRJPHLFFCB28CA
¦è¤Ù°Ï,¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¥«¬F¥_¤­¸ô1~30¸¹,5.04,¦í,,,1050613,¤g¦a0«Øª«0¨®¦ì3,,,¨ä¥L,,,,52.3,0,0,0,¦³,¦³,3250000,,©Y¹D¥­­±,52.29,3250000,,RPVNMLRJPHLFFCB58CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤W¦w¸ô31~60¸¹,3.36,¦í,,,1050608,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤Q¤T¼h,¨ä¥L,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841030,26.77,1,0,1,¦³,µL,1300000,48562,,0.0,0,,RPRPMLRJPHLFFCB38CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤W¦w¸ô31~60¸¹,3.92,¦í,,,1050608,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,¤Q¤T¼h,¨ä¥L,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841030,31.27,1,0,1,¦³,µL,1000000,31980,,0.0,0,,RPSPMLRJPHLFFCB48CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°ÏÄ_¼yµó50«Ñ1~30¸¹,8.57,¦í,,,1050610,¤g¦a2«Øª«1¨®¦ì1,¤»¼h,¤Q¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811120,78.47,1,1,1,¦³,¦³,3500000,44603,©Y¹D¾÷±ñ,0.0,0,,RPTPMLRJPHLFFCB58CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¦è¦wµó277«Ñ25§Ë1~30¸¹,9.05,¦í,,,1050514,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤K¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880529,60.879999999999995,1,0,1,¦³,¦³,2700000,44350,©Y¹D¥­­±,0.0,0,,RPPNMLKKPHLFFCB37CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¤G¬q871~900¸¹,4.51,¦í,,,1050614,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¥|¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951124,50.620000000000005,1,1,1,¦³,¦³,4100000,80996,©Y¹D¾÷±ñ,11.71,0,,RPQNMLKKPHLFFCB47CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤T¬q151~180¸¹,25.92,¦í,,,1011226,¤g¦a1«Øª«1¨®¦ì2,¤G¤Q¤@¼h,¤G¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041008,276.74,4,2,2,¦³,¦³,15800000,58354,©Y¹D¥­­±,53.96,2800000,,RPPPMLLKPHLFFCB67CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤j¥°¤­µó1~30¸¹,24.6,¦í,,,1050602,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0750513,92.58,3,2,2,¦³,µL,3750000,40506,,0.0,0,¿Ë¤ÍÃö«Y¶¡¤§¥æ©ö¡C,RPQOMLNKPHLFFCB87CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¤G¬q871~900¸¹,7.15,¦í,,,1050530,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951124,80.36,2,1,1,¦³,¦³,6930000,86237,,0.0,0,,RPTNMLOKPHLFFCB18CA
«n¤Ù°Ï,¤g¦a,¥Ã¬K¬q241~270¦a¸¹,463.5,¦í,,,1050415,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,70600000,152319,,0.0,0,,RPTOMLOKPHLFFCB28CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤j¼[¤Q¤Gµó361~390¸¹,40.1,¦í,,,1050604,¤g¦a1«Øª«1¨®¦ì2,¤»¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020913,335.90999999999997,3,2,2,¦³,¦³,33000000,104249,©Y¹D¥­­±,44.3,2600000,,RPSNMLSKPHLFFCB48CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¥Ã¬K«n¸ô888«Ñ211~240¸¹,109.21,¹A,,,1040410,¤g¦a2«Øª«1¨®¦ì1,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031223,302.35999999999996,5,2,6,¦³,¦³,20500000,67800,©Y¹D¥­­±,0.0,0,,RPRNMLTKPHLFFCB48CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¥Ã¬K«n¸ô888«Ñ211~240¸¹,109.31,¹A,,,1050515,¤g¦a2«Øª«1¨®¦ì1,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031223,302.35999999999996,5,2,6,¦³,¦³,20500000,67800,©Y¹D¥­­±,0.0,0,,RPSNMLTKPHLFFCB58CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï«C®ü¸ô¤G¬q151~180¸¹,16.23,¦í,,,1050601,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830328,153.83,3,2,2,¦³,¦³,8460000,54996,©Y¹D¥­­±,0.0,0,,RPSPMLTKPHLFFCB78CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦Üµ½¸ô31~60¸¹,8.14,¦í,,,1050603,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870603,96.67,3,2,2,¦³,¦³,6000000,62067,,0.0,0,,RPQRMLKLPHLFFCB97CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤T¬q151~180¸¹,20.16,¦í,,,1020225,¤g¦a1«Øª«1¨®¦ì1,¤G¤Q¤T¼h,¤G¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041008,197.12,3,2,2,¦³,¦³,11380000,58658,©Y¹D¥­­±,26.98,1400000,,RPVOMLPLPHLFFCB68CA
