編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPUNMLMJPHLFFBE38CC,17,13.66,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPSNMLMJPHLFFAE08CC,5,75.82,住家用,鋼筋混凝土造,100年1月20日,十九層,
RPSNMLMJPHLFFAE08CC,5,64.17,見其它登記事項,鋼筋混凝土造,100年1月20日,十九層,
RPTNMLMJPHLFFAE18CC,4,64.82,住家用,鋼筋混凝土造,101年11月7日,十五層,
RPTNMLMJPHLFFAE18CC,4,57.62,見其它登記事項,鋼筋混凝土造,101年11月7日,十五層,
RPPNMLNJPHLFFBE97CC,33,6.85,,鋼筋混凝土造,72年5月5日,十二層,
RPPNMLNJPHLFFBE97CC,33,38.71,,鋼筋混凝土造,72年5月5日,十二層,
RPPNMLNJPHLFFCE08CC,21,154.43,住家用,鋼筋混凝土造,84年12月12日,二十七層,
RPXNMLOJPHLFFCE98CC,9,91.11,住家用,鋼筋混凝土造,96年5月9日,二十七層,
RPTNMLOJPHLFFAE38CC,29,127.31,,鋼筋混凝土造,76年1月27日,七層,
RPRNMLOJPHLFFDE48CC,21,112.71,住家用,鋼筋混凝土造,84年3月21日,八層,
RPRNMLOJPHLFFDE48CC,21,40.04,見使用執照,鋼筋混凝土造,84年3月21日,八層,
RPUOMLOJPHLFFEE98CC,11,135.94,住家用,鋼筋混凝土造,94年1月31日,十一層,
RPUOMLOJPHLFFEE98CC,11,10.56,住家用,鋼筋混凝土造,94年1月31日,十一層,
RPUOMLOJPHLFFEE98CC,11,96.88,見使用執照,鋼筋混凝土造,94年1月31日,十一層,
RPVOMLOJPHLFFEE09CC,11,47.96,住家用,鋼筋混凝土造,94年5月20日,十四層,
RPVOMLOJPHLFFEE09CC,11,7.37,住家用,鋼筋混凝土造,94年5月20日,十四層,
RPVOMLOJPHLFFEE09CC,11,35.39,見使用執照,鋼筋混凝土造,94年5月20日,十四層,
RPPPMLOJPHLFFEE58CC,10,279.16,住商用,鋼筋混凝土造,95年3月28日,四層,
RPXPMLOJPHLFFEE76CC,25,179.29,住家用,鋼筋混凝土造,80年8月9日,十六層,
RPSQMLOJPHLFFEE98CC,1,159.36,見其它登記事項,見其它登記事項,104年11月16日,十五層,
RPSNMLPJPHLFFEE78CC,11,326.60,商業用,見使用執照,94年6月27日,一層,
RPWNMLPJPHLFFDE09CC,22,125.40,住商用,鋼筋混凝土造,83年1月19日,十五層,
RPSOMLPJPHLFFBE58CC,28,292.22,,鋼筋混凝土造,77年5月2日,五層,
RPOOMLPJPHLFFCE28CC,17,44.95,住家用,見其它登記事項,88年2月9日,三十九層,
RPOOMLPJPHLFFCE28CC,17,20.78,共有部份,見其它登記事項,88年2月9日,三十九層,
RPQOMLPJPHLFFCE48CC,34,77.54,,鋼筋混凝土造,71年6月30日,五層,
RPVOMLPJPHLFFCE98CC,9,96.55,住家用,鋼筋混凝土造,96年1月9日,十五層,
RPVOMLPJPHLFFCE98CC,9,54.54,共有部份,鋼筋混凝土造,96年1月9日,十五層,
RPRNMLQJPHLFFCE58CC,33,129.81,,鋼筋混凝土造,72年4月30日,五層,
RPTNMLQJPHLFFGE56CC,36,83.09,住家用,鋼筋混凝土造,69年12月3日,五層,
RPRNMLQJPHLFFFE88CC,35,75.25,住家用,加強磚造,70年2月25日,二層,
RPUNMLQJPHLFFIE86CC,19,31.68,住商用,鋼筋混凝土造,86年7月24日,四層,
RPOOMLQJPHLFFBE28CC,19,94.05,住家用,鋼筋混凝土造,86年4月21日,三十五層,
RPTNMLQJPHLFFAE58CC,34,55.53,,鋼筋混凝土造,71年5月31日,十層,
RPUOMLQJPHLFFDE09CC,7,51.44,住商用,鋼筋混凝土造,98年1月12日,五層,
RPXOMLQJPHLFFEE86CC,51,46.81,住家用,加強磚造,54年3月2日,二層,
RPXOMLQJPHLFFEE86CC,51,46.81,,加強磚造,54年3月2日,二層,
RPSNMLRJPHLFFEE98CC,20,259.05,住商用,鋼筋混凝土造,85年10月14日,十二層,
RPSNMLRJPHLFFEE98CC,20,54.52,見使用執照,鋼筋混凝土造,85年10月14日,十二層,
RPQPMLRJPHLFFEE98CC,11,279.36,住商用,鋼筋混凝土造,94年5月27日,五層,
RPPNMLRJPHLFFDE58CC,22,207.12,住商用,鋼筋混凝土造,83年11月2日,十五層,
RPPNMLRJPHLFFDE58CC,22,38.82,見使用執照,鋼筋混凝土造,83年11月2日,十五層,
RPQOMLRJPHLFFDE78CC,37,200.80,,鋼筋混凝土造,68年8月16日,四層,
RPXPMLRJPHLFFDE96CC,31,253.69,,鋼筋混凝土造,74年5月11日,四層,
RPPOMLRJPHLFFAE38CC,87,308.15,商業用,加強磚造,,三層,
RPSNMLRJPHLFFBE68CC,45,51.59,,加強磚造,60年6月21日,三層,
RPUNMLRJPHLFFGE76CC,2,66.98,見其他登記事項,見其他登記事項,103年8月20日,十五層,
RPUNMLRJPHLFFGE76CC,2,59.01,見其他登記事項,見其他登記事項,103年8月20日,十五層,
RPVNMLRJPHLFFGE86CC,34,49.42,住家用,鋼筋混凝土造,71年5月30日,五層,
RPPNMLTJPHLFFBE58CC,33,867.90,,鋼筋混凝土造,71年12月30日,五層,
RPQNMLTJPHLFFBE68CC,51,104.27,,鋼筋混凝土加強磚造,54年10月23日,三層,
RPPNMLTJPHLFFAE48CC,10,109.39,住家用,鋼筋混凝土造,95年5月25日,十九層,
RPPNMLTJPHLFFAE48CC,10,14.14,共有部分,鋼筋混凝土造,95年5月25日,十九層,
RPQNMLTJPHLFFAE58CC,36,122.30,,鋼筋混凝土造,69年4月3日,四層,
RPPNMLTJPHLFFEE88CC,9,410.46,住家用,鋼筋混凝土造,96年3月19日,五層,
RPTNMLTJPHLFFEE66CC,17,200.57,商業用,見使用執照,88年3月15日,十七層,
RPQNMLKKPHLFFEE18CC,6,103.35,住家用,鋼筋混凝土造,99年11月30日,十三層,
RPQNMLKKPHLFFEE18CC,6,69.71,見其它登記事項,鋼筋混凝土造,99年11月30日,十三層,
RPPOMLLKPHLFFEE28CC,16,156.01,住家用,見其它登記事項,89年7月3日,二十九層,
RPPOMLLKPHLFFEE28CC,16,26.65,見使用執照,見使用執照,89年7月3日,二十九層,
RPPOMLLKPHLFFDE18CC,15,105.66,住商用,鋼筋混凝土造,90年3月22日,十四層,
RPXOMLLKPHLFFDE98CC,29,266.06,,鋼筋混凝土造,76年7月29日,三層,
RPRNMLLKPHLFFAE97CC,33,145.95,,鋼筋混凝土造,72年12月24日,十二層,
RPRNMLLKPHLFFAE97CC,33,5.93,,鋼筋混凝土造,72年12月24日,十二層,
RPWNMLLKPHLFFAE48CC,10,124.93,住家用,鋼筋混凝土造,95年2月21日,二十五層,
RPWNMLLKPHLFFAE48CC,10,79.79,共有部分,鋼筋混凝土造,95年2月21日,二十五層,
RPROMLLKPHLFFAE08CC,4,85.67,住家用,鋼筋混凝土造,101年10月25日,十五層,
RPROMLLKPHLFFAE08CC,4,58.05,見其它登記事項,鋼筋混凝土造,101年10月25日,十五層,
RPUOMLLKPHLFFAE38CC,33,30.70,,鋼筋混凝土造,72年6月6日,五層,
RPUNMLLKPHLFFBE38CC,3,51.28,住家用,鋼筋混凝土造,102年1月10日,十五層,
RPUNMLLKPHLFFBE38CC,3,40.00,共有部分,鋼筋混凝土造,102年1月10日,十五層,
RPXNMLLKPHLFFBE68CC,36,59.11,,鋼筋混凝土造,69年11月5日,五層,
RPXNMLLKPHLFFBE68CC,36,85.94,,鋼筋混凝土造,69年11月5日,五層,
RPPOMLLKPHLFFBE97CC,34,131.26,,鋼筋混凝土造,71年2月27日,十二層,
RPRPMLLKPHLFFGE78CC,1,64.09,見其他登記事項,見其他登記事項,104年5月8日,十五層,
RPTOMLLKPHLFFCE48CC,5,50.05,住家用,鋼筋混凝土造,100年1月25日,十五層,
RPTOMLLKPHLFFCE48CC,5,26.92,見其它登記事項,鋼筋混凝土造,100年1月25日,十五層,
RPQNMLLKPHLFFIE68CC,35,79.18,住家用,鋼筋混凝土造,70年4月9日,五層,
RPOOMLLKPHLFFBE97DC,19,147.12,住家用,鋼筋混凝土造,86年4月21日,三十五層,
RPTNMLLKPHLFFLE76DC,17,73.55,住商用,鋼筋混凝土造,88年1月20日,十二層,
RPTNMLLKPHLFFLE76DC,17,11.96,共有部份,鋼筋混凝土造,88年1月20日,十二層,
RPOPMLMKPHLFFBE18DC,1,78.45,住家用,鋼筋混凝土造,104年3月6日,十四層,
RPQNMLMKPHLFFLE09CC,21,123.09,住家用,鋼筋混凝土造,84年7月3日,十一層,
RPSNMLMKPHLFFCE38CC,3,81.14,見其它登記事項,鋼筋混凝土造,102年1月29日,十五層,
RPSNMLMKPHLFFCE38CC,3,22.39,見其它登記事項,鋼筋混凝土造,102年1月29日,十五層,
RPSNMLMKPHLFFCE38CC,3,86.33,見其它登記事項,鋼筋混凝土造,102年1月29日,十五層,
RPTNMLMKPHLFFCE48CC,5,39.06,住家用,鋼筋混凝土造,100年1月25日,十五層,
RPTNMLMKPHLFFCE48CC,5,7.16,住家用,鋼筋混凝土造,100年1月25日,十五層,
RPTNMLMKPHLFFCE48CC,5,24.90,見其它登記事項,鋼筋混凝土造,100年1月25日,十五層,
RPROMLMKPHLFFCE38CC,22,123.14,住家用,鋼筋混凝土造,83年2月15日,十四層,
RPROMLMKPHLFFCE38CC,22,26.83,見使用執照,鋼筋混凝土造,83年2月15日,十四層,
RPOPMLMKPHLFFCE18CC,45,102.46,住家用,加強磚造,60年9月6日,二層,
RPUPMLMKPHLFFCE78CC,46,40.93,住商用,加強磚造,59年4月8日,二層,
RPSPMLMKPHLFFGE98CC,35,78.40,住商用,鋼筋混凝土造,70年10月26日,七層,
RPVNMLMKPHLFFBE58CC,22,97.40,住家用,鋼筋混凝土造,83年7月8日,十三層,
RPVNMLMKPHLFFBE58CC,22,24.99,見使用執照,鋼筋混凝土造,83年7月8日,十三層,
RPSOMLMKPHLFFBE38CC,9,100.50,住家用,鋼筋混凝土造,96年3月14日,三十層,
RPSOMLMKPHLFFBE38CC,9,11.21,住家用,鋼筋混凝土造,96年3月14日,三十層,
RPSOMLMKPHLFFBE38CC,9,49.39,共有部分,鋼筋混凝土造,96年3月14日,三十層,
RPUOMLMKPHLFFBE58CC,39,32.70,,鋼筋混凝土造,66年2月1日,四層,
RPQNMLMKPHLFFAE97CC,7,233.95,住家用,鋼筋混凝土造,98年1月14日,十五層,
RPVNMLMKPHLFFAE48CC,5,65.41,住家用,鋼筋混凝土造,100年1月20日,十九層,
RPVNMLMKPHLFFAE48CC,5,7.66,住家用,鋼筋混凝土造,100年1月20日,十九層,
RPVNMLMKPHLFFAE48CC,5,29.90,見其它登記事項,鋼筋混凝土造,100年1月20日,十九層,
RPVOMLMKPHLFFAE58CC,4,24.52,住家用,鋼筋混凝土造,101年4月19日,五層,
RPRNMLMKPHLFFDE38CC,40,192.74,,加強磚造,65年6月23日,二層,
RPTNMLMKPHLFFDE58CC,23,142.79,商業用,鋼筋混凝土造,82年3月20日,十二層,
RPUNMLMKPHLFFDE68CC,22,119.73,住家用,鋼筋混凝土造,83年1月21日,十五層,
RPUNMLMKPHLFFDE68CC,22,32.13,見使用執照,鋼筋混凝土造,83年1月21日,十五層,
RPVOMLMKPHLFFDE88CC,23,26.89,住商用,鋼筋混凝土造,82年10月16日,七層,
RPVOMLMKPHLFFDE88CC,23,16.03,見使用執照,鋼筋混凝土造,82年10月16日,七層,
RPWOMLMKPHLFFDE98CC,32,97.64,,鋼筋混凝土造,73年8月10日,五層,
RPPPMLMKPHLFFDE38CC,21,75.68,住家用,鋼筋混凝土造,84年8月23日,十三層,
RPQPMLMKPHLFFDE48CC,35,129.20,,鋼筋混凝土造,70年8月15日,八層,
RPOOMLMKPHLFFEE28CC,3,60.51,住家用,鋼筋混凝土造,102年8月8日,十五層,
RPOOMLMKPHLFFEE28CC,3,18.22,住家用,鋼筋混凝土造,102年8月8日,十五層,
RPOOMLMKPHLFFEE28CC,3,56.72,見其它登記事項,鋼筋混凝土造,102年8月8日,十五層,
RPPOMLMKPHLFFEE38CC,2,50.38,住家用,鋼筋混凝土造,103年3月27日,十五層,
RPPOMLMKPHLFFEE38CC,2,5.87,住家用,鋼筋混凝土造,103年3月27日,十五層,
RPPOMLMKPHLFFEE38CC,2,29.12,見其它登記事項,鋼筋混凝土造,103年3月27日,十五層,
RPSNMLNKPHLFFDE58CC,23,30.65,住家用,鋼筋混凝土造,83年1月4日,七層,
RPUNMLNKPHLFFDE78CC,37,68.79,,鋼筋混凝土造,68年10月12日,五層,
RPPNMLNKPHLFFAE97CC,28,143.71,,鋼筋混凝土造,77年4月29日,十二層,
RPPNMLNKPHLFFAE97CC,28,30.64,,鋼筋混凝土造,77年4月29日,十二層,
RPRNMLNKPHLFFAE18CC,30,35.95,,鋼筋混凝土造,75年2月17日,十六層,
RPROMLNKPHLFFAE28CC,4,87.38,住家用,鋼筋混凝土造,101年9月26日,十五層,
RPROMLNKPHLFFAE28CC,4,51.06,見其它登記事項,鋼筋混凝土造,101年9月26日,十五層,
RPPOMLNKPHLFFBE18CC,24,99.29,商業用,鋼筋混凝土造,81年9月15日,二十五層,
RPPOMLNKPHLFFBE18CC,24,43.83,見使用執照,鋼筋混凝土造,81年9月15日,二十五層,
RPOPMLNKPHLFFBE18CC,32,135.31,,鋼筋混凝土造,73年9月19日,七層,
RPOPMLNKPHLFFBE18CC,32,9.25,,鋼筋混凝土造,73年9月19日,七層,
RPSNMLNKPHLFFCE48CC,42,72.61,,加強磚造,63年5月31日,三層,
RPROMLNKPHLFFDE68DC,17,46.62,住家用,鋼筋混凝土造,88年7月31日,十四層,
RPPOMLOKPHLFFGE78CC,31,85.24,見使用執照,鋼筋混凝土造,74年1月14日,五層,
RPROMLOKPHLFFGE98CC,17,104.18,住商用,鋼筋混凝土造,88年7月12日,十四層,
RPOOMLOKPHLFFBE18CC,1,47.62,住家用,鋼筋混凝土造,104年10月23日,十五層,
RPOOMLOKPHLFFBE18CC,1,6.88,住家用,鋼筋混凝土造,104年10月23日,十五層,
RPOOMLOKPHLFFBE18CC,1,59.61,共有部分,鋼筋混凝土造,104年10月23日,十五層,
RPQOMLOKPHLFFBE38CC,1,44.78,住家用,鋼筋混凝土造,104年10月23日,十五層,
RPQOMLOKPHLFFBE38CC,1,7.46,住家用,鋼筋混凝土造,104年10月23日,十五層,
RPQOMLOKPHLFFBE38CC,1,58.44,共有部分,鋼筋混凝土造,104年10月23日,十五層,
RPWNMLOKPHLFFAE78CC,21,113.37,住商用,鋼筋混凝土造,84年11月18日,十一層,
RPPOMLOKPHLFFEE58CC,39,145.05,,鋼筋混凝土造,66年10月3日,三層,
RPROMLOKPHLFFEE78CC,10,334.45,住商用,鋼筋混凝土造,95年4月21日,五層,
RPVOMLOKPHLFFEE56CC,1,73.48,見其它登記事項,見其它登記事項,104年11月16日,十五層,
RPVOMLOKPHLFFEE56CC,1,13.25,見其它登記事項,見其它登記事項,104年11月16日,十五層,
RPVOMLOKPHLFFEE56CC,1,84.95,見其它登記事項,見其它登記事項,104年11月16日,十五層,
RPXOMLOKPHLFFEE76CC,37,201.12,,鋼筋混凝土造,68年8月11日,四層,
RPQOMLPKPHLFFEE78CC,18,160.66,住家用,鋼筋混凝土造,87年10月21日,十四層,
RPWNMLPKPHLFFDE56CC,5,240.12,住商用,見其它登記事項,100年6月16日,二層,
RPQOMLPKPHLFFGE98CC,3,82.95,見其他登記事項,見其他登記事項,102年9月1日,十四層,
RPQOMLPKPHLFFGE98CC,3,37.26,見其他登記事項,見其他登記事項,102年9月1日,十四層,
RPSOMLPKPHLFFGE56CC,32,194.40,住商用,鋼筋混凝土造,73年10月5日,四層,
RPUNMLPKPHLFFCE88CC,5,52.70,住家用,鋼筋混凝土造,100年1月25日,十五層,
RPUNMLPKPHLFFCE88CC,5,8.40,住家用,鋼筋混凝土造,100年1月25日,十五層,
RPUNMLPKPHLFFCE88CC,5,32.91,見其它登記事項,鋼筋混凝土造,100年1月25日,十五層,
