¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï³»¦wµó451~480¸¹,103.21,¦í,,,1050622,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830319,191.77,3,2,3,¦³,µL,7000000,36502,,0.0,0,,RPSNMLPJPHLFFBD18CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï³»¦wµó451~480¸¹,99.6,¦í,,,1050622,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830319,189.74,3,2,3,¦³,µL,7000000,36893,,0.0,0,,RPTNMLPJPHLFFBD28CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï¦w©M¸ô¤­¬q336«Ñ5§Ë1~30¸¹,87.33,¦í,,,1050619,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840104,207.39000000000001,5,2,3,¦³,¦³,6250000,30136,,0.0,0,,RPSNMLMKPHLFFBD97CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¼yªFµó151~180¸¹,68.0,¦í,,,1050615,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0620805,94.57,3,2,2,¦³,µL,7500000,79306,,0.0,0,,RPXNMLLJPHLFFCD38CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¥ú©úµó102«Ñ1~30¸¹,32.91,¦í,,,1050415,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,0881116,131.48,3,2,2,¦³,µL,5000000,38029,,0.0,0,¿Ë¤Í¶¡¤§¥æ©ö¡C,RPPNMLMJPHLFFCD67CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï±Rµ½¸ô571~600¸¹,121.0,¦í,,,1050622,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,0880609,384.39,6,2,4,¦³,µL,30000000,78046,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLOJPHLFFCD87CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¸Î¹A¸ô345«Ñ1~30¸¹,114.18,¦í,,,1050528,¤g¦a6«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0680119,100.36,4,2,2,¦³,µL,9500000,94659,,0.0,0,,RPVOMLOJPHLFFCD58CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï´I¹Aµó¤G¬q43«Ñ1~30¸¹,12.12,¦í,,,1050608,¤g¦a3«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0781114,59.059999999999995,2,2,1,¦³,¦³,1530000,25906,,0.0,0,,RPXOMLOJPHLFFCD78CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¤¯ªFµó61~90¸¹,19.48,¦í,,,1050606,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤E¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0840810,95.30000000000001,2,2,1,¦³,¦³,3000000,31480,,0.0,0,,RPPPMLOJPHLFFCD08CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï±Rµ½¤Cµó31~60¸¹,16.71,¦í,,,1050521,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0811203,82.01,3,1,2,¦³,¦³,3150000,38410,,0.0,0,,RPQPMLOJPHLFFCD18CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï¦Ë·Ë¨½Åé¨|¸ô43«Ñ31~60¸¹,54.06,¦í,,,1050523,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤gºc³y,0700911,110.93,3,2,2,¦³,µL,3650000,32904,,0.0,0,,RPUNMLPJPHLFFCD48CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï±R¼w¥|µó1~30¸¹,23.55,¦í,,,1050620,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0701221,108.42,3,2,2,¦³,µL,3500000,32282,,0.0,0,,RPPOMLPJPHLFFCD08CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¤¤µØªF¸ô¤G¬q151~180¸¹,3.6,¦í,,,1050626,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,¤Q¥|¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0970229,41.19,1,1,1,¦³,¦³,2200000,53411,,0.0,0,,RPWNMLQJPHLFFCD78CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¸Î­^µó91~120¸¹,92.94,¦í,,,1050604,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0930211,258.12,5,2,4,¦³,µL,13300000,51526,,0.0,0,,RPVNMLPLPHLFFCD78CA
«n°Ï,¤g¦a,«Ø«n¬q331~360¦a¸¹,361.0,¨ä¥L,,,1050604,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1932884,5354,,0.0,0,,RPVOMLPLPHLFFCD88CA
ÆQ¤ô°Ï,¤g¦a,¤Ñ«O­í¬q571~600¦a¸¹,2622.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1050616,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1050000,400,,0.0,0,,RPVNMLOJPHLFFAR07CA
ÆQ¤ô°Ï,¤g¦a,úrÀY´ä¬q1171~1200¦a¸¹,1096.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1050627,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,767200,700,,0.0,0,¶R¨ü¤H­t¾á¼W­Èµ|¤Î²¾Âàµn°O©Ò»Ý¶O¥Î,RPXNMLOJPHLFFAR27CA
¬hÀç°Ï,¤g¦a,ªG¼Ý«á¬q3841~3870¦a¸¹,103.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050601,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,150000,1456,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLPJPHLFFAR76CA
¬hÀç°Ï,¤g¦a,¬hÀç¬q¬hÀç¤p¬q541~570¦a¸¹,1180.0,,¤@¯ë¹A·~°Ï,¾i´Þ¥Î¦a,1050518,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2800000,2373,,0.0,0,,RPSNMLPJPHLFFAR86CA
¬hÀç°Ï,¤g¦a,¤K¯Î¬q601~630¦a¸¹,427.5,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1050607,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,360000,842,,0.0,0,,RPTNMLTLPHLFFAR57CA
«á¾À°Ï,¤g¦a,³»Â×¬q481~510¦a¸¹,222.64,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050529,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1100000,4941,,0.0,0,,RPTNMLRJPHLFFBR27CA
³Â¨§°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«³Â¨§°Ï¿³¹A¨½·s¥Í«n¸ô114«Ñ91~120¸¹,209.75,¦í,,,1050525,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0960919,182.42,4,2,3,¦³,µL,4806000,26346,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLLJPHLFFCR56CA
³Â¨§°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«³Â¨§°Ï·s«Ø¨½¿³¥Áµó61~90¸¹,653.96,¦í,,,1050614,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A«B¾B,¤@¼h,¨ä¥L,¦í®a¥Î,¿j³y,,165.8,1,1,1,¦³,µL,17803800,,,0.0,0,,RPSNMLPJPHLFFCR07CA
©x¥Ð°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«©x¥Ð°Ï¶©¥»¨½©M¥­µó¤G¬q31~60¸¹,90.0,¦í,,,1050603,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1050201,149.89,4,2,4,¦³,µL,6500000,43365,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C,RPQNMLQJPHLFFCR96CA
©x¥Ð°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«©x¥Ð°Ï¶©¥»¨½©M¥­µó¤G¬q26«Ñ5§Ë1~30¸¹,96.82,¦í,,,1050603,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1050201,139.89,4,2,3,¦³,µL,5500000,39317,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C,RPUOMLQJPHLFFCR47CA
©x¥Ð°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«©x¥Ð°Ï¶©¥»¨½©M¥­µó¤G¬q26«Ñ5§Ë1~30¸¹,96.82,¦í,,,1050603,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1050201,139.89,4,2,3,¦³,µL,5480000,39174,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C,RPVOMLQJPHLFFCR57CA
©x¥Ð°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«©x¥Ð°Ï¶©¥»¨½©M¥­µó¤G¬q26«Ñ5§Ë1~30¸¹,136.82,¦í,,,1050603,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1050201,149.45,4,2,3,¦³,µL,6500000,43493,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C,RPWOMLQJPHLFFCR67CA
©x¥Ð°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«©x¥Ð°Ï¶©¥»¨½©M¥­µó¤G¬q26«Ñ5§Ë1~30¸¹,132.82,¦í,,,1050603,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1050201,149.45,4,2,3,¦³,µL,6200000,41485,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C,RPXOMLQJPHLFFCR77CA
³Â¨§°Ï,¤g¦a,·¾¤láY¬q241~270¦a¸¹,412.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1050624,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,997040,2420,,0.0,0,,RPPNMLNKPHLFFCR66CA
¨Î¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¨Î¨½°ÏÀç³»¨½9¾FÀç³»91~120¸¹,205.62,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1050621,¤g¦a4«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040306,170.55,4,2,3,¦³,µL,4580000,26854,,0.0,0,«Ø°Ó»P¦a¥D¦X«Ø®×¡C,RPRNMLOJPHLFFDR96CA
¾Ç¥Ò°Ï,¤g¦a,¦v¤l´ä¬q211~240¦a¸¹,31.63,,¤@¯ë¹A·~°Ï,¤ô§Q¥Î¦a,1050613,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,26250,830,,0.0,0,¨óÄ³»ùÁÊ,RPSNMLRJPHLFFDR37CA
¾Ç¥Ò°Ï,¤g¦a,¦v¤l´ä¬q211~240¦a¸¹,34.74,,¤@¯ë¹A·~°Ï,¤ô§Q¥Î¦a,1050613,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,28833,830,,0.0,0,¨óÄ³»ùÁÊ,RPTNMLRJPHLFFDR47CA
¥_ªù°Ï,¤g¦a,¥É´ä¬q421~450¦a¸¹,247.81,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1050618,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,600000,2421,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSNMLLKPHLFFDR86CA
¦è´ä°Ï,¤g¦a,’x¤lªL¬q121~150¦a¸¹,163.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050615,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,800000,4908,,0.0,0,¨ü¶ÅÅv¶Å°È¼vÅT©Î¶Å°È©èÀv¤§¥æ©ö¡C,RPRNMLMKPHLFFDR86CA
¨Î¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¨Î¨½°Ï©µ¥­¸ô577«Ñ1~30¸¹,93.0,¦í,,,1050627,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1041112,198.77,5,2,3,¦³,µL,8750000,44021,,0.0,0,,RPQNMLRLPHLFFDR37CA
·s¤Æ°Ï,¤g¦a,¤¤¿³¬q811~840¦a¸¹,2653.16,,´ËªL°Ï,¹Aªª¥Î¦a,1050616,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2560000,965,,0.0,0,,RPTOMLLJPHLFFER07CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ï¿³¹A¸ô69«Ñ20§Ë1~30¸¹,105.83,¹A,,,1050614,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040831,197.4,5,2,3,¦³,µL,8100000,41033,,0.0,0,,RPQNMLMJPHLFFER76CA
·s¤Æ°Ï,¤g¦a,¥_¶Õ¬q1621~1650¦a¸¹,133.44,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050622,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1600000,11990,,0.0,0,,RPVNMLOJPHLFFER47CA
¥ªÂí°Ï,¤g¦a,¯ó¤s¬q1~30¦a¸¹,2090.0,,´ËªL°Ï,¹Aªª¥Î¦a,1050624,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,800000,383,,0.0,0,¦V©ç©w¤HÁÊ¶R¦^¨Ó,RPSNMLPJPHLFFER27CA
·s¥«°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÉ]°Ï³ö¶í´ä¸ô1~30¸¹,28193.33,¤u,,,1050518,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¥|¼h¡A«Î³»¬ð¥Xª«¡A¦a¤U¤@¼h,¥|¼h,¤u¼t,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,0980930,57128.46,0,0,0,µL,µL,475606668,,,0.0,0,1?¨Ì¯}²£ªk©ç½æ¡C2?§t¥¼«O¦sµn°O«Øª«¡C,RPVNMLQJPHLFFER67CA
·s¥«°Ï,¤g¦a,¼æ³»¬q1111~1140¦a¸¹,3696.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1050623,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5544000,1500,,0.0,0,,RPRNMLOKPHLFFER17CA
·s¥«°Ï,¤g¦a,¼æ³»¬q1111~1140¦a¸¹,392.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1050623,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,588000,1500,,0.0,0,,RPSNMLOKPHLFFER27CA
¦w©w°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w©w°Ï·s¦N31~60¸¹,156.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1050607,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0940905,228.99,5,2,4,¦³,µL,6600000,28822,,0.0,0,,RPTNMLOKPHLFFER37CA
·s¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·s¤Æ°Ï¦Ë¤l¸}241~270¸¹,121.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1050620,¤g¦a3«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840717,251.38,4,2,4,¦³,µL,5900000,23470,,0.0,0,,RPTNMLSKPHLFFER77CA
